,food_name,nutrient_name,nutrient_amount,nutrient_unit
0,"Sauce, salsa, ready-to-serve","Iron, Fe",0.42,mg
0,"Sauce, salsa, ready-to-serve",Protein,1.44,g
0,"Sauce, salsa, ready-to-serve","Carbohydrate, by difference",6.74,g
0,"Sauce, salsa, ready-to-serve",Sucrose,0.2,g
0,"Sauce, salsa, ready-to-serve",Glucose,1.63,g
0,"Sauce, salsa, ready-to-serve",Water,89.3,g
0,"Sauce, salsa, ready-to-serve","Potassium, K",258,mg
0,"Sauce, salsa, ready-to-serve","Zinc, Zn",0.2,mg
0,"Sauce, salsa, ready-to-serve","Calcium, Ca",28.0,mg
0,"Sauce, salsa, ready-to-serve",Maltose,0.0,g
0,"Sauce, salsa, ready-to-serve",Energy,29.0,kcal
0,"Sauce, salsa, ready-to-serve",Total lipid (fat),0.19,g
0,"Sauce, salsa, ready-to-serve",Ash,2.3,g
0,"Sauce, salsa, ready-to-serve",Fructose,1.98,g
0,"Sauce, salsa, ready-to-serve",Lactose,0.0,g
0,"Sauce, salsa, ready-to-serve",Galactose,0.0,g
0,"Sauce, salsa, ready-to-serve",Nitrogen,0.23,g
0,"Sauce, salsa, ready-to-serve","Sugars, Total",3.81,g
0,"Sauce, salsa, ready-to-serve","Fiber, total dietary",1.8,g
0,"Sauce, salsa, ready-to-serve",Vitamin K (phylloquinone),4.2,Âµg
0,"Sauce, salsa, ready-to-serve",Niacin,1.12,mg
0,"Sauce, salsa, ready-to-serve",Pantothenic acid,0.202,mg
0,"Sauce, salsa, ready-to-serve",Thiamin,0.035,mg
0,"Sauce, salsa, ready-to-serve",Vitamin B-6,0.176,mg
0,"Sauce, salsa, ready-to-serve",Starch,0.0,g
0,"Sauce, salsa, ready-to-serve",Vitamin E (alpha-tocopherol),1.22,mg
0,"Sauce, salsa, ready-to-serve","Tocotrienol, alpha",0.0,mg
0,"Sauce, salsa, ready-to-serve","Tocopherol, beta",0.03,mg
0,"Sauce, salsa, ready-to-serve","Tocotrienol, beta",0.43,mg
0,"Sauce, salsa, ready-to-serve","Tocopherol, delta",0.0,mg
0,"Sauce, salsa, ready-to-serve","Tocotrienol, delta",0.01,mg
0,"Sauce, salsa, ready-to-serve","Tocopherol, gamma",0.14,mg
0,"Sauce, salsa, ready-to-serve","Tocotrienol, gamma",0.0,mg
0,"Sauce, salsa, ready-to-serve","Carotene, alpha",0.0,Âµg
0,"Sauce, salsa, ready-to-serve","Carotene, beta",288,Âµg
0,"Sauce, salsa, ready-to-serve","Cryptoxanthin, beta",0.0,Âµg
0,"Sauce, salsa, ready-to-serve",Lutein + zeaxanthin,211,Âµg
0,"Sauce, salsa, ready-to-serve",Lycopene,6310.0,Âµg
0,"Sauce, salsa, ready-to-serve","Carbohydrate, by summation",5.66,g
0,"Sauce, salsa, ready-to-serve","Vitamin A, RAE",24.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Selenium, Se",1.8,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Niacin,0.112,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin B-6,0.061,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Protein,3.36,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Ash,0.75,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Riboflavin,0.137,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 15:0,0.019,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 18:1 t,0.052,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 16:1 c,0.024,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 10:0,0.049,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 20:0,0.002,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 8:0,0.021,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 12:0,0.058,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 22:0,0.001,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","PUFA 18:2 n-6 c,c",0.045,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 17:1,0.003,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 17:0,0.011,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 15:1,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","PUFA 18:3 n-3 c,c,c (ALA)",0.007,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:4,0.003,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 18:4,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 16:0,0.512,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 18:0,0.184,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 4:0,0.041,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 6:0,0.032,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Vitamin D (D2 + D3), International Units",45.2,IU
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:5 n-3 (EPA),0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:5 n-3 (DPA),0.001,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 18:1 c,0.358,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 14:0,0.181,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:6 n-3 (DHA),0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin D3 (cholecalciferol),1.13,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Tryptophan,0.042,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Threonine,0.162,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Methionine,0.089,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Phenylalanine,0.163,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Tyrosine,0.165,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Alanine,0.113,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Glutamic acid,0.801,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Glycine,0.068,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Proline,0.332,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Isoleucine,0.173,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Leucine,0.335,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Lysine,0.293,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Valine,0.213,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Arginine,0.125,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Histidine,0.099,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Aspartic acid,0.291,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Energy,209,kJ
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Vitamin A, RAE",83.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin D (D2 + D3),1.13,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total trans",0.07,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total saturated",1.11,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total trans-monoenoic",0.06,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Carbohydrate, by difference",4.9,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Energy,50.0,kcal
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total trans-polyenoic",0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total monounsaturated",0.4,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total polyunsaturated",0.058,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocopherol, beta",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocopherol, gamma",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocotrienol, alpha",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocotrienol, beta",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Pantothenic acid,0.39,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Sucrose,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Glucose,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Maltose,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin E (alpha-tocopherol),0.03,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Cholesterol,8.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Carotene, alpha",0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Cryptoxanthin, beta",0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Lycopene,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocopherol, delta",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocotrienol, gamma",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Tocotrienol, delta",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Folate, total",2.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Thiamin,0.059,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Hydroxyproline,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Galactose,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Fructose,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Lactose,4.89,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, total",18.2,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Serine,0.197,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Betaine,0.7,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Calcium, Ca",126,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Potassium, K",159,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Zinc, Zn",0.43,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Water,89.1,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Total lipid (fat),1.9,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Carotene, beta",3.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Iron, Fe",0.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Magnesium, Mg",12.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Phosphorus, P",103,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Sodium, Na",39.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Copper, Cu",0.001,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Manganese, Mn",0.001,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin B-12,0.55,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Nitrogen,0.53,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",25-hydroxycholecalciferol,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 11:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 12:1,0.001,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 14:1 c,0.014,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 14:1 t,0.003,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 16:1 t,0.005,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 18:2 CLAs,0.007,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 18:2 t not further defined,0.009,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","PUFA 18:3 n-6 c,c,c",0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 18:3 t,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 20:1 c,0.002,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 20:1 t,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","PUFA 20:2 n-6 c,c",0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:3 n-3,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:3 n-9,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:4 n-6,0.002,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 21:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 22:1 n-11,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 22:1 n-9,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",TFA 22:1 t,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:2,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:3,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:4,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 23:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 24:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 24:1 c,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 5:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 7:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",SFA 9:0,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Cysteine,0.035,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Cryptoxanthin, alpha",0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",cis-beta-Carotene,1.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",cis-Lutein/Zeaxanthin,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",cis-Lycopene,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Lutein,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",trans-beta-Carotene,2.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",trans-Lycopene,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Zeaxanthin,0.0,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, free",3.1,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, from glycerophosphocholine",11.0,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, from phosphotidyl choline",1.9,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, from phosphocholine",1.1,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Choline, from sphingomyelin",1.2,mg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Sugars, Total",4.89,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Fatty acids, total trans-dienoic",0.009,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 22:1 c,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MUFA 17:1 c,0.003,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 18:2 c,0.052,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 18:3 c,0.007,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:3 c,0.002,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:4c,0.003,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:5c,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:5 c,0.001,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 22:6 c,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",PUFA 20:2 c,0.0,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Total fat (NLEA),1.64,g
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Iodine, I",39.6,Âµg
0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Retinol,83.0,Âµg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Retinol,18.0,Âµg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 8:0,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 15:1,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Vitamin E (alpha-tocopherol),0.33,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Selenium, Se",11.6,Âµg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Choline, total",38.3,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 4:0,0.004,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 6:0,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Sucrose,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Glucose,1.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Maltose,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Betaine,2.8,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",TFA 22:1 t,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 18:4,0.001,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Galactose,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Fructose,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Lactose,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Hydroxyproline,0.29,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 22:0,0.004,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 20:5 n-3 (EPA),0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 24:0,0.003,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 18:2 CLAs,0.128,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","PUFA 20:2 n-6 c,c",0.033,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 16:1 c,1.1,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","PUFA 18:3 n-6 c,c,c",0.002,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total trans-polyenoic",0.002,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 20:4 n-6,0.028,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Total lipid (fat),28.7,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Carbohydrate, by difference",3.37,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Energy,328,kcal
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total monounsaturated",12.7,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total polyunsaturated",1.91,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 15:0,0.105,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",TFA 18:1 t,1.02,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",TFA 18:2 t not further defined,0.093,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Water,51.7,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Calcium, Ca",35.0,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Potassium, K",263,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Zinc, Zn",2.14,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 10:0,0.002,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 16:0,6.66,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 18:0,3.47,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 20:0,0.027,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 20:4,0.046,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Niacin,2.43,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Pantothenic acid,0.322,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Vitamin B-6,0.15,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",TFA 16:1 t,0.062,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 24:1 c,0.002,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 18:1 c,11.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","PUFA 18:2 n-6 c,c",1.57,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 22:1 c,0.016,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 17:1,0.202,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total trans-monoenoic",1.08,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 22:5 n-3 (DPA),0.009,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 17:0,0.256,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","PUFA 18:3 n-3 c,c,c (ALA)",0.092,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 20:3 n-3,0.004,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 22:4,0.015,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Vitamin B-12,1.13,Âµg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Vitamin C, total ascorbic acid",19.2,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Thiamin,0.054,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Riboflavin,0.132,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Cholesterol,61.0,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total trans",1.18,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Fatty acids, total saturated",11.3,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 12:0,0.018,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 14:0,0.784,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",PUFA 22:6 n-3 (DHA),0.002,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Energy,1370.0,kJ
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Vitamin A, RAE",18.0,Âµg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Iron, Fe",1.55,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Magnesium, Mg",19.7,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Phosphorus, P",124,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Sodium, Na",866,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Copper, Cu",0.075,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Manganese, Mn",0.174,mg
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Protein,13.3,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Ash,2.97,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SFA 11:0,0.0,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",MUFA 14:1 c,0.253,g
0,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",TFA 18:3 t,0.002,g
