fdc_id,food_name,portion_size_grams,"Fatty acids, total saturated, G","Glucose, G","Fructose, G","Energy, KCAL","Fatty acids, total monounsaturated, G","Fiber, total dietary, G","Protein, G","Fatty acids, total polyunsaturated, G","Total lipid (fat), G","Fatty acids, total trans, G","Carbohydrate, by difference, G",saturated_fat_g,glucose_g,fructose_g,energy_kcal,monounsaturated_fat_g,dietary_fiber_g,protein_g,polyunsaturted_fat_g,fat_g,trans_fat_g,carbs_g,"Portion Size, G","Squared Fatty acids, total saturated, G","Log Fatty acids, total saturated, G","Square Root Fatty acids, total saturated, G","Squared Glucose, G","Log Glucose, G","Square Root Glucose, G","Squared Fructose, G","Log Fructose, G","Square Root Fructose, G","Squared Fatty acids, total monounsaturated, G","Log Fatty acids, total monounsaturated, G","Square Root Fatty acids, total monounsaturated, G","Squared Fiber, total dietary, G","Log Fiber, total dietary, G","Square Root Fiber, total dietary, G","Squared Protein, G","Log Protein, G","Square Root Protein, G","Squared Fatty acids, total polyunsaturated, G","Log Fatty acids, total polyunsaturated, G","Square Root Fatty acids, total polyunsaturated, G","Squared Total lipid (fat), G","Log Total lipid (fat), G","Square Root Total lipid (fat), G","Squared Fatty acids, total trans, G","Log Fatty acids, total trans, G","Square Root Fatty acids, total trans, G","Squared Carbohydrate, by difference, G","Log Carbohydrate, by difference, G","Square Root Carbohydrate, by difference, G"
321358,"Hummus, commercial",33.9,2.22,0,0.15,229,6.37,5.4,7.35,7.48,17.1,0.018,14.9,2.22,0,0.15,229,6.37,5.4,7.35,7.48,17.1,0.018,14.9,33.9,4.928400000000001,0.7975071958841882,1.489966442575134,0,-Inf,0,0.0225,-1.8971199848858813,0.3872983346207417,40.5769,1.851599469584072,2.5238858928247927,29.160000000000004,1.6863989535702288,2.32379000772445,54.022499999999994,1.9947003132247452,2.711088342345192,55.95040000000001,2.012232791986386,2.734958866235469,292.41,2.8390784635086144,4.135214625627067,3.2399999999999996e-4,-4.017383521085972,0.1341640786499874,222.01000000000002,-4.017383521085972,0.1341640786499874
321359,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",411.1666666666667,1.11,0,0,50,0.4,0,3.35,0.058,1.9,0.07,4.91,1.11,0,0,50,0.4,0,3.35,0.058,1.9,0.07,4.91,411.1666666666667,1.2321000000000002,0.10436001532424286,1.0535653752852738,0,-Inf,0,0,-Inf,0,0.16000000000000003,-0.916290731874155,0.6324555320336759,0,-Inf,0,11.2225,1.208960345836975,1.8303005217723127,0.0033640000000000002,-2.8473122684357177,0.24083189157584592,3.61,0.6418538861723947,1.378404875209022,0.004900000000000001,-2.659260036932778,0.2645751311064591,24.1081,-2.659260036932778,0.2645751311064591
321360,"Tomatoes, grape, raw",100.85,0,0,0,27,0,2.1,0.83,0,0.63,0,5.51,0,0,0,27,0,2.1,0.83,0,0.63,0,5.51,100.85,0,-Inf,0,0,-Inf,0,0,-Inf,0,0,-Inf,0,4.41,0.7419373447293773,1.449137674618944,0.6889,-0.18632957819149348,0.9110433579144299,0,-Inf,0,0.39690000000000003,-0.4620354595965587,0.7937253933193772,0,-Inf,0,30.3601,-Inf,0
321611,"Beans, snap, green, canned, regular pack, drained solids",129,0,0.65,0.64,21,0,0,1.04,0,0.39,0,4.11,0,0.65,0.64,21,0,0,1.04,0,0.39,0,4.11,129,0,-Inf,0,0.42250000000000004,-0.4307829160924542,0.806225774829855,0.4096,-0.4462871026284195,0.8,0,-Inf,0,0,-Inf,0,1.0816000000000001,0.03922071315328133,1.019803902718557,0,-Inf,0,0.1521,-0.941608539858445,0.6244997998398398,0,-Inf,0,16.892100000000003,-Inf,0
321900,"Broccoli, raw",76,0.039,0.58,0.82,32,0.011,2.4,2.57,0.017,0.34,0,6.29,0.039,0.58,0.82,32,0.011,2.4,2.57,0.017,0.34,0,6.29,76,0.001521,-3.2441936328524905,0.19748417658131498,0.3364,-0.5447271754416722,0.7615773105863908,0.6723999999999999,-0.19845093872383832,0.9055385138137416,1.2099999999999999e-4,-4.509860006183766,0.10488088481701516,5.76,0.8754687373538999,1.5491933384829668,6.604899999999999,0.9439058989071284,1.6031219541881396,2.8900000000000003e-4,-4.074541934925921,0.130384048104053,0.11560000000000002,-1.0788096613719298,0.5830951894845301,0,-Inf,0,39.5641,-Inf,0
322228,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",413.1666666666667,0.568,0,0,43,0.21,0,3.38,0.032,0.95,0.036,5.19,0.568,0,0,43,0.21,0,3.38,0.032,0.95,0.036,5.19,413.1666666666667,0.32262399999999997,-0.5656338602609858,0.7536577472566709,0,-Inf,0,0,-Inf,0,0.04409999999999999,-1.5606477482646683,0.458257569495584,0,-Inf,0,11.424399999999999,1.2178757094949273,1.8384776310850235,0.001024,-3.4420193761824103,0.17888543819998318,0.9025,-0.05129329438755058,0.9746794344808963,0.0012959999999999998,-3.3242363405260273,0.18973665961010275,26.936100000000003,-3.3242363405260273,0.18973665961010275
322559,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",413.2,0.049,0,0,34,0.017,0,3.43,0.006,0.08,0,4.89,0.049,0,0,34,0.017,0,3.43,0.006,0.08,0,4.89,413.2,0.0024010000000000004,-3.0159349808715104,0.22135943621178655,0,-Inf,0,0,-Inf,0,2.8900000000000003e-4,-4.074541934925921,0.130384048104053,0,-Inf,0,11.7649,1.2325602611778486,1.8520259177452134,3.6e-5,-5.115995809754082,0.07745966692414834,0.0064,-2.5257286443082556,0.282842712474619,0,-Inf,0,23.912099999999995,-Inf,0
322892,"Milk, whole, 3.25% milkfat, with added vitamin D",312.625,1.86,0,0,60,0.688,0,3.28,0.108,3.2,0.112,4.67,1.86,0,0,60,0.688,0,3.28,0.108,3.2,0.112,4.67,312.625,3.4596000000000005,0.62057648772511,1.3638181696985856,0,-Inf,0,0,-Inf,0,0.47334399999999993,-0.37396644104879345,0.8294576541331088,0,-Inf,0,10.758399999999998,1.1878434223960523,1.8110770276274832,0.011663999999999999,-2.2256240518579173,0.3286335345030997,10.240000000000002,1.1631508098056809,1.7888543819998317,0.012544000000000001,-2.1892564076870427,0.3346640106136302,21.808899999999998,-2.1892564076870427,0.3346640106136302
323121,"Frankfurter, beef, unheated",48.6,11.4,1.17,0,314,12.1,0,11.7,0.954,28,1.59,2.89,11.4,1.17,0,314,12.1,0,11.7,0.954,28,1.59,2.89,48.6,129.96,2.4336133554004498,3.3763886032268267,1.3688999999999998,0.1570037488096647,1.0816653826391966,0,-Inf,0,146.41,2.4932054526026954,3.478505426185217,0,-Inf,0,136.89,2.4595888418037104,3.420526275297414,0.9101159999999999,-0.04709160753385057,0.9767292357659824,784,3.332204510175204,5.291502622129181,2.5281000000000002,0.4637340162321402,1.2609520212918492,8.3521,0.4637340162321402,1.2609520212918492
323294,"Nuts, almonds, dry roasted, with salt added",135,4.56,0,0,620,34.2,11,20.4,14.5,57.8,0.032,16.2,4.56,0,0,620,34.2,11,20.4,14.5,57.8,0.032,16.2,135,20.793599999999998,1.5173226235262947,2.1354156504062622,0,-Inf,0,0,-Inf,0,1169.64,3.5322256440685598,5.848076606885378,121,2.3978952727983707,3.3166247903554,416.15999999999997,3.0155349008501706,4.516635916254486,210.25,2.6741486494265287,3.8078865529319543,3340.8399999999997,4.056988775678332,7.602631123499285,0.001024,-3.4420193761824103,0.17888543819998318,262.44,-3.4420193761824103,0.17888543819998318
